Consulta_por,n_pacientes,Comuna,Mes,Año
SINDROME BRONQUIAL OBSTRUCTIVO,128,Pudahuel,febrero,2017
NEUMONÍA,54,Pudahuel,febrero,2017
ASMA,12,Pudahuel,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,18,Pudahuel,febrero,2017
OTRAS RESPIRATORIAS,245,Pudahuel,febrero,2017
IRA ALTA,934,Quilicura,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,251,Quilicura,febrero,2017
NEUMONÍA,30,Quilicura,febrero,2017
ASMA,57,Quilicura,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,38,Quilicura,febrero,2017
OTRAS RESPIRATORIAS,169,Quilicura,febrero,2017
IRA ALTA,469,Quinta Normal,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,24,Quinta Normal,febrero,2017
NEUMONÍA,39,Quinta Normal,febrero,2017
ASMA,11,Quinta Normal,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,Quinta Normal,febrero,2017
OTRAS RESPIRATORIAS,127,Quinta Normal,febrero,2017
IRA ALTA,317,Recoleta,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,28,Recoleta,febrero,2017
NEUMONÍA,29,Recoleta,febrero,2017
ASMA,28,Recoleta,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,16,Recoleta,febrero,2017
OTRAS RESPIRATORIAS,84,Recoleta,febrero,2017
IRA ALTA,809,Renca,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,47,Renca,febrero,2017
NEUMONÍA,21,Renca,febrero,2017
ASMA,16,Renca,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,19,Renca,febrero,2017
OTRAS RESPIRATORIAS,199,Renca,febrero,2017
IRA ALTA,224,San Joaquín,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,53,San Joaquín,febrero,2017
NEUMONÍA,36,San Joaquín,febrero,2017
ASMA,24,San Joaquín,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,18,San Joaquín,febrero,2017
OTRAS RESPIRATORIAS,142,San Joaquín,febrero,2017
IRA ALTA,2,San Miguel,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,2,San Miguel,febrero,2017
NEUMONÍA,1,San Miguel,febrero,2017
ASMA,26,San Miguel,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,San Miguel,febrero,2017
OTRAS RESPIRATORIAS,61,San Miguel,febrero,2017
IRA ALTA,166,San Ramón,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,35,San Ramón,febrero,2017
NEUMONÍA,25,San Ramón,febrero,2017
ASMA,12,San Ramón,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,San Ramón,febrero,2017
OTRAS RESPIRATORIAS,65,San Ramón,febrero,2017
IRA ALTA,1,Vitacura,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,0,Vitacura,febrero,2017
NEUMONÍA,2,Vitacura,febrero,2017
ASMA,0,Vitacura,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Vitacura,febrero,2017
OTRAS RESPIRATORIAS,2,Vitacura,febrero,2017
IRA ALTA,1.416,Puente Alto,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,446,Puente Alto,febrero,2017
NEUMONÍA,252,Puente Alto,febrero,2017
ASMA,218,Puente Alto,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,55,Puente Alto,febrero,2017
OTRAS RESPIRATORIAS,921,Puente Alto,febrero,2017
IRA ALTA,131,Pirque,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,7,Pirque,febrero,2017
NEUMONÍA,6,Pirque,febrero,2017
ASMA,4,Pirque,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Pirque,febrero,2017
OTRAS RESPIRATORIAS,32,Pirque,febrero,2017
IRA ALTA,20,San José De Maipo,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,4,San José De Maipo,febrero,2017
NEUMONÍA,8,San José De Maipo,febrero,2017
ASMA,2,San José De Maipo,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,San José De Maipo,febrero,2017
OTRAS RESPIRATORIAS,18,San José De Maipo,febrero,2017
IRA ALTA,443,Colina,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,25,Colina,febrero,2017
NEUMONÍA,25,Colina,febrero,2017
ASMA,6,Colina,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Colina,febrero,2017
OTRAS RESPIRATORIAS,45,Colina,febrero,2017
IRA ALTA,209,Lampa,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,19,Lampa,febrero,2017
NEUMONÍA,28,Lampa,febrero,2017
ASMA,3,Lampa,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,11,Lampa,febrero,2017
OTRAS RESPIRATORIAS,938,Lampa,febrero,2017
IRA ALTA,68,Tiltil,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,0,Tiltil,febrero,2017
NEUMONÍA,3,Tiltil,febrero,2017
ASMA,6,Tiltil,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Tiltil,febrero,2017
OTRAS RESPIRATORIAS,0,Tiltil,febrero,2017
IRA ALTA,981,San Bernardo,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,188,San Bernardo,febrero,2017
NEUMONÍA,73,San Bernardo,febrero,2017
ASMA,40,San Bernardo,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,39,San Bernardo,febrero,2017
OTRAS RESPIRATORIAS,320,San Bernardo,febrero,2017
IRA ALTA,260,Buin,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,54,Buin,febrero,2017
NEUMONÍA,45,Buin,febrero,2017
ASMA,16,Buin,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,13,Buin,febrero,2017
OTRAS RESPIRATORIAS,84,Buin,febrero,2017
IRA ALTA,191,Calera De Tango,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,6,Calera De Tango,febrero,2017
NEUMONÍA,7,Calera De Tango,febrero,2017
ASMA,3,Calera De Tango,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Calera De Tango,febrero,2017
OTRAS RESPIRATORIAS,16,Calera De Tango,febrero,2017
IRA ALTA,373,Paine,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,18,Paine,febrero,2017
NEUMONÍA,26,Paine,febrero,2017
ASMA,23,Paine,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,10,Paine,febrero,2017
OTRAS RESPIRATORIAS,85,Paine,febrero,2017
IRA ALTA,453,Melipilla,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,61,Melipilla,febrero,2017
NEUMONÍA,24,Melipilla,febrero,2017
ASMA,27,Melipilla,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,Melipilla,febrero,2017
OTRAS RESPIRATORIAS,91,Melipilla,febrero,2017
IRA ALTA,16,Alhué,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,3,Alhué,febrero,2017
NEUMONÍA,0,Alhué,febrero,2017
ASMA,8,Alhué,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Alhué,febrero,2017
OTRAS RESPIRATORIAS,2,Alhué,febrero,2017
IRA ALTA,0,Curacaví,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,0,Curacaví,febrero,2017
NEUMONÍA,0,Curacaví,febrero,2017
ASMA,0,Curacaví,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Curacaví,febrero,2017
OTRAS RESPIRATORIAS,0,Curacaví,febrero,2017
IRA ALTA,57,María Pinto,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,9,María Pinto,febrero,2017
NEUMONÍA,16,María Pinto,febrero,2017
ASMA,8,María Pinto,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,María Pinto,febrero,2017
OTRAS RESPIRATORIAS,26,María Pinto,febrero,2017
IRA ALTA,1,San Pedro,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,2,San Pedro,febrero,2017
NEUMONÍA,0,San Pedro,febrero,2017
ASMA,18,San Pedro,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,3,San Pedro,febrero,2017
OTRAS RESPIRATORIAS,37,San Pedro,febrero,2017
IRA ALTA,86,Talagante,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,3,Talagante,febrero,2017
NEUMONÍA,4,Talagante,febrero,2017
ASMA,8,Talagante,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,11,Talagante,febrero,2017
OTRAS RESPIRATORIAS,59,Talagante,febrero,2017
IRA ALTA,69,El Monte,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,1,El Monte,febrero,2017
NEUMONÍA,0,El Monte,febrero,2017
ASMA,2,El Monte,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,1,El Monte,febrero,2017
OTRAS RESPIRATORIAS,5,El Monte,febrero,2017
IRA ALTA,50,Isla De Maipo,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,8,Isla De Maipo,febrero,2017
NEUMONÍA,10,Isla De Maipo,febrero,2017
ASMA,2,Isla De Maipo,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,7,Isla De Maipo,febrero,2017
OTRAS RESPIRATORIAS,36,Isla De Maipo,febrero,2017
IRA ALTA,184,Padre Hurtado,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,11,Padre Hurtado,febrero,2017
NEUMONÍA,3,Padre Hurtado,febrero,2017
ASMA,9,Padre Hurtado,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Padre Hurtado,febrero,2017
OTRAS RESPIRATORIAS,91,Padre Hurtado,febrero,2017
IRA ALTA,916,Peñaflor,febrero,2017
SINDROME BRONQUIAL OBSTRUCTIVO,56,Peñaflor,febrero,2017
NEUMONÍA,7,Peñaflor,febrero,2017
ASMA,9,Peñaflor,febrero,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Peñaflor,febrero,2017
OTRAS RESPIRATORIAS,150,Peñaflor,febrero,2017
IRA ALTA,784,Santiago,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,86,Santiago,marzo,2017
NEUMONÍA,39,Santiago,marzo,2017
ASMA,27,Santiago,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,43,Santiago,marzo,2017
OTRAS RESPIRATORIAS,339,Santiago,marzo,2017
IRA ALTA,208,Cerrillos,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,38,Cerrillos,marzo,2017
NEUMONÍA,6,Cerrillos,marzo,2017
ASMA,6,Cerrillos,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,7,Cerrillos,marzo,2017
OTRAS RESPIRATORIAS,89,Cerrillos,marzo,2017
IRA ALTA,597,Cerro Navia,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,166,Cerro Navia,marzo,2017
NEUMONÍA,46,Cerro Navia,marzo,2017
ASMA,123,Cerro Navia,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,39,Cerro Navia,marzo,2017
OTRAS RESPIRATORIAS,186,Cerro Navia,marzo,2017
IRA ALTA,902,Conchalí,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,108,Conchalí,marzo,2017
NEUMONÍA,38,Conchalí,marzo,2017
ASMA,72,Conchalí,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,Conchalí,marzo,2017
OTRAS RESPIRATORIAS,203,Conchalí,marzo,2017
IRA ALTA,2.071,El Bosque,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,176,El Bosque,marzo,2017
NEUMONÍA,66,El Bosque,marzo,2017
ASMA,74,El Bosque,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,96,El Bosque,marzo,2017
OTRAS RESPIRATORIAS,581,El Bosque,marzo,2017
IRA ALTA,225,Estación Central,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,53,Estación Central,marzo,2017
NEUMONÍA,16,Estación Central,marzo,2017
ASMA,13,Estación Central,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Estación Central,marzo,2017
OTRAS RESPIRATORIAS,217,Estación Central,marzo,2017
IRA ALTA,520,Huechuraba,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,103,Huechuraba,marzo,2017
NEUMONÍA,75,Huechuraba,marzo,2017
ASMA,26,Huechuraba,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,18,Huechuraba,marzo,2017
OTRAS RESPIRATORIAS,128,Huechuraba,marzo,2017
IRA ALTA,564,Independencia,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,52,Independencia,marzo,2017
NEUMONÍA,25,Independencia,marzo,2017
ASMA,11,Independencia,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Independencia,marzo,2017
OTRAS RESPIRATORIAS,294,Independencia,marzo,2017
IRA ALTA,289,La Cisterna,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,88,La Cisterna,marzo,2017
NEUMONÍA,36,La Cisterna,marzo,2017
ASMA,83,La Cisterna,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,La Cisterna,marzo,2017
OTRAS RESPIRATORIAS,63,La Cisterna,marzo,2017
IRA ALTA,3.832,La Florida,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,246,La Florida,marzo,2017
NEUMONÍA,237,La Florida,marzo,2017
ASMA,112,La Florida,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,53,La Florida,marzo,2017
OTRAS RESPIRATORIAS,775,La Florida,marzo,2017
IRA ALTA,796,La Granja,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,102,La Granja,marzo,2017
NEUMONÍA,49,La Granja,marzo,2017
ASMA,106,La Granja,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,43,La Granja,marzo,2017
OTRAS RESPIRATORIAS,265,La Granja,marzo,2017
IRA ALTA,1.589,La Pintana,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,305,La Pintana,marzo,2017
NEUMONÍA,125,La Pintana,marzo,2017
ASMA,120,La Pintana,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,62,La Pintana,marzo,2017
OTRAS RESPIRATORIAS,271,La Pintana,marzo,2017
IRA ALTA,105,La Reina,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,16,La Reina,marzo,2017
NEUMONÍA,10,La Reina,marzo,2017
ASMA,28,La Reina,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,La Reina,marzo,2017
OTRAS RESPIRATORIAS,106,La Reina,marzo,2017
IRA ALTA,266,Las Condes,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,37,Las Condes,marzo,2017
NEUMONÍA,24,Las Condes,marzo,2017
ASMA,46,Las Condes,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,13,Las Condes,marzo,2017
OTRAS RESPIRATORIAS,150,Las Condes,marzo,2017
IRA ALTA,303,Lo Barnechea,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,62,Lo Barnechea,marzo,2017
NEUMONÍA,21,Lo Barnechea,marzo,2017
ASMA,38,Lo Barnechea,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,21,Lo Barnechea,marzo,2017
OTRAS RESPIRATORIAS,43,Lo Barnechea,marzo,2017
IRA ALTA,290,Lo Espejo,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,102,Lo Espejo,marzo,2017
NEUMONÍA,20,Lo Espejo,marzo,2017
ASMA,56,Lo Espejo,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,20,Lo Espejo,marzo,2017
OTRAS RESPIRATORIAS,108,Lo Espejo,marzo,2017
IRA ALTA,952,Lo Prado,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,92,Lo Prado,marzo,2017
NEUMONÍA,56,Lo Prado,marzo,2017
ASMA,7,Lo Prado,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Lo Prado,marzo,2017
OTRAS RESPIRATORIAS,343,Lo Prado,marzo,2017
IRA ALTA,472,Macul,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,56,Macul,marzo,2017
NEUMONÍA,39,Macul,marzo,2017
ASMA,50,Macul,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,31,Macul,marzo,2017
OTRAS RESPIRATORIAS,220,Macul,marzo,2017
IRA ALTA,806,Maipú,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,155,Maipú,marzo,2017
NEUMONÍA,31,Maipú,marzo,2017
ASMA,107,Maipú,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,51,Maipú,marzo,2017
OTRAS RESPIRATORIAS,626,Maipú,marzo,2017
IRA ALTA,270,Ñuñoa,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,29,Ñuñoa,marzo,2017
NEUMONÍA,36,Ñuñoa,marzo,2017
ASMA,34,Ñuñoa,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,19,Ñuñoa,marzo,2017
OTRAS RESPIRATORIAS,190,Ñuñoa,marzo,2017
IRA ALTA,295,Pedro Aguirre Cerda,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,71,Pedro Aguirre Cerda,marzo,2017
NEUMONÍA,33,Pedro Aguirre Cerda,marzo,2017
ASMA,33,Pedro Aguirre Cerda,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,14,Pedro Aguirre Cerda,marzo,2017
OTRAS RESPIRATORIAS,212,Pedro Aguirre Cerda,marzo,2017
IRA ALTA,2.777,Peñalolén,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,820,Peñalolén,marzo,2017
NEUMONÍA,225,Peñalolén,marzo,2017
ASMA,587,Peñalolén,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,197,Peñalolén,marzo,2017
OTRAS RESPIRATORIAS,458,Peñalolén,marzo,2017
IRA ALTA,93,Providencia,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,0,Providencia,marzo,2017
NEUMONÍA,4,Providencia,marzo,2017
ASMA,15,Providencia,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,3,Providencia,marzo,2017
OTRAS RESPIRATORIAS,55,Providencia,marzo,2017
IRA ALTA,1.441,Pudahuel,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,352,Pudahuel,marzo,2017
NEUMONÍA,155,Pudahuel,marzo,2017
ASMA,12,Pudahuel,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,27,Pudahuel,marzo,2017
OTRAS RESPIRATORIAS,428,Pudahuel,marzo,2017
IRA ALTA,2.031,Quilicura,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,251,Quilicura,marzo,2017
NEUMONÍA,30,Quilicura,marzo,2017
ASMA,81,Quilicura,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,41,Quilicura,marzo,2017
OTRAS RESPIRATORIAS,180,Quilicura,marzo,2017
IRA ALTA,634,Quinta Normal,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,62,Quinta Normal,marzo,2017
NEUMONÍA,76,Quinta Normal,marzo,2017
ASMA,24,Quinta Normal,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,Quinta Normal,marzo,2017
OTRAS RESPIRATORIAS,146,Quinta Normal,marzo,2017
IRA ALTA,625,Recoleta,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,86,Recoleta,marzo,2017
NEUMONÍA,16,Recoleta,marzo,2017
ASMA,38,Recoleta,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,26,Recoleta,marzo,2017
OTRAS RESPIRATORIAS,249,Recoleta,marzo,2017
IRA ALTA,1.307,Renca,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,92,Renca,marzo,2017
NEUMONÍA,26,Renca,marzo,2017
ASMA,27,Renca,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,38,Renca,marzo,2017
OTRAS RESPIRATORIAS,182,Renca,marzo,2017
IRA ALTA,570,San Joaquín,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,95,San Joaquín,marzo,2017
NEUMONÍA,33,San Joaquín,marzo,2017
ASMA,40,San Joaquín,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,34,San Joaquín,marzo,2017
OTRAS RESPIRATORIAS,203,San Joaquín,marzo,2017
IRA ALTA,1,San Miguel,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,1,San Miguel,marzo,2017
NEUMONÍA,3,San Miguel,marzo,2017
ASMA,45,San Miguel,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,1,San Miguel,marzo,2017
OTRAS RESPIRATORIAS,102,San Miguel,marzo,2017
IRA ALTA,371,San Ramón,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,66,San Ramón,marzo,2017
NEUMONÍA,24,San Ramón,marzo,2017
ASMA,46,San Ramón,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,22,San Ramón,marzo,2017
OTRAS RESPIRATORIAS,198,San Ramón,marzo,2017
IRA ALTA,0,Vitacura,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,0,Vitacura,marzo,2017
NEUMONÍA,0,Vitacura,marzo,2017
ASMA,0,Vitacura,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Vitacura,marzo,2017
OTRAS RESPIRATORIAS,0,Vitacura,marzo,2017
IRA ALTA,3.255,Puente Alto,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,1.015,Puente Alto,marzo,2017
NEUMONÍA,284,Puente Alto,marzo,2017
ASMA,298,Puente Alto,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,101,Puente Alto,marzo,2017
OTRAS RESPIRATORIAS,1.294,Puente Alto,marzo,2017
IRA ALTA,364,Pirque,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,29,Pirque,marzo,2017
NEUMONÍA,9,Pirque,marzo,2017
ASMA,11,Pirque,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Pirque,marzo,2017
OTRAS RESPIRATORIAS,78,Pirque,marzo,2017
IRA ALTA,66,San José De Maipo,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,4,San José De Maipo,marzo,2017
NEUMONÍA,15,San José De Maipo,marzo,2017
ASMA,0,San José De Maipo,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,5,San José De Maipo,marzo,2017
OTRAS RESPIRATORIAS,15,San José De Maipo,marzo,2017
IRA ALTA,742,Colina,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,96,Colina,marzo,2017
NEUMONÍA,17,Colina,marzo,2017
ASMA,10,Colina,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,3,Colina,marzo,2017
OTRAS RESPIRATORIAS,110,Colina,marzo,2017
IRA ALTA,754,Lampa,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,80,Lampa,marzo,2017
NEUMONÍA,9,Lampa,marzo,2017
ASMA,51,Lampa,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,7,Lampa,marzo,2017
OTRAS RESPIRATORIAS,911,Lampa,marzo,2017
IRA ALTA,202,Tiltil,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,20,Tiltil,marzo,2017
NEUMONÍA,5,Tiltil,marzo,2017
ASMA,13,Tiltil,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,Tiltil,marzo,2017
OTRAS RESPIRATORIAS,4,Tiltil,marzo,2017
IRA ALTA,1.619,San Bernardo,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,352,San Bernardo,marzo,2017
NEUMONÍA,109,San Bernardo,marzo,2017
ASMA,64,San Bernardo,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,46,San Bernardo,marzo,2017
OTRAS RESPIRATORIAS,459,San Bernardo,marzo,2017
IRA ALTA,562,Buin,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,163,Buin,marzo,2017
NEUMONÍA,47,Buin,marzo,2017
ASMA,36,Buin,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,13,Buin,marzo,2017
OTRAS RESPIRATORIAS,229,Buin,marzo,2017
IRA ALTA,339,Calera De Tango,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,12,Calera De Tango,marzo,2017
NEUMONÍA,22,Calera De Tango,marzo,2017
ASMA,4,Calera De Tango,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,5,Calera De Tango,marzo,2017
OTRAS RESPIRATORIAS,20,Calera De Tango,marzo,2017
IRA ALTA,666,Paine,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,43,Paine,marzo,2017
NEUMONÍA,32,Paine,marzo,2017
ASMA,21,Paine,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Paine,marzo,2017
OTRAS RESPIRATORIAS,167,Paine,marzo,2017
IRA ALTA,1.177,Melipilla,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,158,Melipilla,marzo,2017
NEUMONÍA,45,Melipilla,marzo,2017
ASMA,41,Melipilla,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,13,Melipilla,marzo,2017
OTRAS RESPIRATORIAS,96,Melipilla,marzo,2017
IRA ALTA,8,Alhué,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,2,Alhué,marzo,2017
NEUMONÍA,1,Alhué,marzo,2017
ASMA,4,Alhué,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,3,Alhué,marzo,2017
OTRAS RESPIRATORIAS,11,Alhué,marzo,2017
IRA ALTA,0,Curacaví,marzo,2017
SINDROME BRONQUIAL OBSTRUCTIVO,0,Curacaví,marzo,2017
NEUMONÍA,0,Curacaví,marzo,2017
ASMA,0,Curacaví,marzo,2017
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Curacaví,marzo,2017
OTRAS RESPIRATORIAS,1,Curacaví,marzo,2017
IRA ALTA,96,María Pinto,marzo,2017
