Consulta_por,n_pacientes,Comuna,Mes,Año
OTRAS RESPIRATORIAS,367,Huechuraba,abril,2019
CARDIOVASCULAR,94,Huechuraba,abril,2019
IRA ALTA,1.108,Independencia,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,130,Independencia,abril,2019
NEUMONÍA,38,Independencia,abril,2019
ASMA,62,Independencia,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Independencia,abril,2019
OTRAS RESPIRATORIAS,714,Independencia,abril,2019
CARDIOVASCULAR,140,Independencia,abril,2019
IRA ALTA,1.114,La Cisterna,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,196,La Cisterna,abril,2019
NEUMONÍA,108,La Cisterna,abril,2019
ASMA,114,La Cisterna,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,28,La Cisterna,abril,2019
OTRAS RESPIRATORIAS,72,La Cisterna,abril,2019
CARDIOVASCULAR,1.184,La Cisterna,abril,2019
IRA ALTA,8.688,La Florida,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,718,La Florida,abril,2019
NEUMONÍA,634,La Florida,abril,2019
ASMA,304,La Florida,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,150,La Florida,abril,2019
OTRAS RESPIRATORIAS,1.922,La Florida,abril,2019
CARDIOVASCULAR,1.242,La Florida,abril,2019
IRA ALTA,1.348,La Granja,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,492,La Granja,abril,2019
NEUMONÍA,150,La Granja,abril,2019
ASMA,192,La Granja,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,50,La Granja,abril,2019
OTRAS RESPIRATORIAS,904,La Granja,abril,2019
CARDIOVASCULAR,758,La Granja,abril,2019
IRA ALTA,2.966,La Pintana,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,466,La Pintana,abril,2019
NEUMONÍA,264,La Pintana,abril,2019
ASMA,110,La Pintana,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,88,La Pintana,abril,2019
OTRAS RESPIRATORIAS,590,La Pintana,abril,2019
CARDIOVASCULAR,614,La Pintana,abril,2019
IRA ALTA,280,La Reina,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,34,La Reina,abril,2019
NEUMONÍA,42,La Reina,abril,2019
ASMA,74,La Reina,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,40,La Reina,abril,2019
OTRAS RESPIRATORIAS,218,La Reina,abril,2019
CARDIOVASCULAR,30,La Reina,abril,2019
IRA ALTA,978,Las Condes,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,64,Las Condes,abril,2019
NEUMONÍA,114,Las Condes,abril,2019
ASMA,68,Las Condes,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,36,Las Condes,abril,2019
OTRAS RESPIRATORIAS,508,Las Condes,abril,2019
CARDIOVASCULAR,454,Las Condes,abril,2019
IRA ALTA,600,Lo Barnechea,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,62,Lo Barnechea,abril,2019
NEUMONÍA,60,Lo Barnechea,abril,2019
ASMA,58,Lo Barnechea,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,16,Lo Barnechea,abril,2019
OTRAS RESPIRATORIAS,192,Lo Barnechea,abril,2019
CARDIOVASCULAR,858,Lo Barnechea,abril,2019
IRA ALTA,820,Lo Espejo,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,302,Lo Espejo,abril,2019
NEUMONÍA,86,Lo Espejo,abril,2019
ASMA,36,Lo Espejo,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,26,Lo Espejo,abril,2019
OTRAS RESPIRATORIAS,296,Lo Espejo,abril,2019
CARDIOVASCULAR,590,Lo Espejo,abril,2019
IRA ALTA,1.614,Lo Prado,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,210,Lo Prado,abril,2019
NEUMONÍA,114,Lo Prado,abril,2019
ASMA,30,Lo Prado,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,40,Lo Prado,abril,2019
OTRAS RESPIRATORIAS,256,Lo Prado,abril,2019
CARDIOVASCULAR,46,Lo Prado,abril,2019
IRA ALTA,158,Macul,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,190,Macul,abril,2019
NEUMONÍA,14,Macul,abril,2019
ASMA,136,Macul,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,78,Macul,abril,2019
OTRAS RESPIRATORIAS,100,Macul,abril,2019
CARDIOVASCULAR,0,Macul,abril,2019
IRA ALTA,2.420,Maipu,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,584,Maipu,abril,2019
NEUMONÍA,158,Maipu,abril,2019
ASMA,342,Maipu,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,120,Maipu,abril,2019
OTRAS RESPIRATORIAS,890,Maipu,abril,2019
CARDIOVASCULAR,1.064,Maipu,abril,2019
IRA ALTA,774,Ñuñoa,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,140,Ñuñoa,abril,2019
NEUMONÍA,40,Ñuñoa,abril,2019
ASMA,90,Ñuñoa,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,44,Ñuñoa,abril,2019
OTRAS RESPIRATORIAS,408,Ñuñoa,abril,2019
CARDIOVASCULAR,0,Ñuñoa,abril,2019
IRA ALTA,406,Pedro Aguirre Cerda,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,206,Pedro Aguirre Cerda,abril,2019
NEUMONÍA,58,Pedro Aguirre Cerda,abril,2019
ASMA,56,Pedro Aguirre Cerda,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,26,Pedro Aguirre Cerda,abril,2019
OTRAS RESPIRATORIAS,520,Pedro Aguirre Cerda,abril,2019
CARDIOVASCULAR,352,Pedro Aguirre Cerda,abril,2019
IRA ALTA,8.582,Peñalolén,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,2.964,Peñalolén,abril,2019
NEUMONÍA,764,Peñalolén,abril,2019
ASMA,1.066,Peñalolén,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,278,Peñalolén,abril,2019
OTRAS RESPIRATORIAS,1.738,Peñalolén,abril,2019
CARDIOVASCULAR,1.054,Peñalolén,abril,2019
IRA ALTA,232,Providencia,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,6,Providencia,abril,2019
NEUMONÍA,26,Providencia,abril,2019
ASMA,30,Providencia,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,Providencia,abril,2019
OTRAS RESPIRATORIAS,100,Providencia,abril,2019
CARDIOVASCULAR,60,Providencia,abril,2019
IRA ALTA,2.392,Pudahuel,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,1.002,Pudahuel,abril,2019
NEUMONÍA,404,Pudahuel,abril,2019
ASMA,134,Pudahuel,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,34,Pudahuel,abril,2019
OTRAS RESPIRATORIAS,552,Pudahuel,abril,2019
CARDIOVASCULAR,6,Pudahuel,abril,2019
IRA ALTA,6.250,Quilicura,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,970,Quilicura,abril,2019
NEUMONÍA,70,Quilicura,abril,2019
ASMA,82,Quilicura,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,72,Quilicura,abril,2019
OTRAS RESPIRATORIAS,450,Quilicura,abril,2019
CARDIOVASCULAR,822,Quilicura,abril,2019
IRA ALTA,2.144,Quinta Normal,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,246,Quinta Normal,abril,2019
NEUMONÍA,210,Quinta Normal,abril,2019
ASMA,74,Quinta Normal,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,26,Quinta Normal,abril,2019
OTRAS RESPIRATORIAS,1.120,Quinta Normal,abril,2019
CARDIOVASCULAR,912,Quinta Normal,abril,2019
IRA ALTA,1.492,Recoleta,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,166,Recoleta,abril,2019
NEUMONÍA,74,Recoleta,abril,2019
ASMA,60,Recoleta,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,14,Recoleta,abril,2019
OTRAS RESPIRATORIAS,602,Recoleta,abril,2019
CARDIOVASCULAR,18,Recoleta,abril,2019
IRA ALTA,1.386,Renca,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,198,Renca,abril,2019
NEUMONÍA,58,Renca,abril,2019
ASMA,58,Renca,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,38,Renca,abril,2019
OTRAS RESPIRATORIAS,608,Renca,abril,2019
CARDIOVASCULAR,562,Renca,abril,2019
IRA ALTA,1.076,San Joaquín,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,110,San Joaquín,abril,2019
NEUMONÍA,40,San Joaquín,abril,2019
ASMA,68,San Joaquín,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,44,San Joaquín,abril,2019
OTRAS RESPIRATORIAS,202,San Joaquín,abril,2019
CARDIOVASCULAR,386,San Joaquín,abril,2019
IRA ALTA,712,San Miguel,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,112,San Miguel,abril,2019
NEUMONÍA,50,San Miguel,abril,2019
ASMA,180,San Miguel,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,76,San Miguel,abril,2019
OTRAS RESPIRATORIAS,468,San Miguel,abril,2019
CARDIOVASCULAR,60,San Miguel,abril,2019
IRA ALTA,424,San Ramón,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,48,San Ramón,abril,2019
NEUMONÍA,60,San Ramón,abril,2019
ASMA,118,San Ramón,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,34,San Ramón,abril,2019
OTRAS RESPIRATORIAS,256,San Ramón,abril,2019
CARDIOVASCULAR,194,San Ramón,abril,2019
IRA ALTA,20,Vitacura,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,0,Vitacura,abril,2019
NEUMONÍA,0,Vitacura,abril,2019
ASMA,0,Vitacura,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Vitacura,abril,2019
OTRAS RESPIRATORIAS,0,Vitacura,abril,2019
CARDIOVASCULAR,0,Vitacura,abril,2019
IRA ALTA,7.628,Puente Alto,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,2.550,Puente Alto,abril,2019
NEUMONÍA,652,Puente Alto,abril,2019
ASMA,526,Puente Alto,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,154,Puente Alto,abril,2019
OTRAS RESPIRATORIAS,3.214,Puente Alto,abril,2019
CARDIOVASCULAR,0,Puente Alto,abril,2019
IRA ALTA,742,Pirque,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,52,Pirque,abril,2019
NEUMONÍA,132,Pirque,abril,2019
ASMA,38,Pirque,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,30,Pirque,abril,2019
OTRAS RESPIRATORIAS,70,Pirque,abril,2019
CARDIOVASCULAR,56,Pirque,abril,2019
IRA ALTA,442,San José De Maipo,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,68,San José De Maipo,abril,2019
NEUMONÍA,34,San José De Maipo,abril,2019
ASMA,22,San José De Maipo,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,22,San José De Maipo,abril,2019
OTRAS RESPIRATORIAS,194,San José De Maipo,abril,2019
CARDIOVASCULAR,54,San José De Maipo,abril,2019
IRA ALTA,426,Colina,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,108,Colina,abril,2019
NEUMONÍA,54,Colina,abril,2019
ASMA,12,Colina,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,16,Colina,abril,2019
OTRAS RESPIRATORIAS,242,Colina,abril,2019
CARDIOVASCULAR,0,Colina,abril,2019
IRA ALTA,1.064,Lampa,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,56,Lampa,abril,2019
NEUMONÍA,44,Lampa,abril,2019
ASMA,40,Lampa,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,18,Lampa,abril,2019
OTRAS RESPIRATORIAS,150,Lampa,abril,2019
CARDIOVASCULAR,210,Lampa,abril,2019
IRA ALTA,420,Tiltil,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,42,Tiltil,abril,2019
NEUMONÍA,14,Tiltil,abril,2019
ASMA,36,Tiltil,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,18,Tiltil,abril,2019
OTRAS RESPIRATORIAS,58,Tiltil,abril,2019
CARDIOVASCULAR,312,Tiltil,abril,2019
IRA ALTA,3.968,San Bernardo,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,688,San Bernardo,abril,2019
NEUMONÍA,266,San Bernardo,abril,2019
ASMA,280,San Bernardo,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,188,San Bernardo,abril,2019
OTRAS RESPIRATORIAS,1.066,San Bernardo,abril,2019
CARDIOVASCULAR,620,San Bernardo,abril,2019
IRA ALTA,1.810,Buin,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,388,Buin,abril,2019
NEUMONÍA,152,Buin,abril,2019
ASMA,86,Buin,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,48,Buin,abril,2019
OTRAS RESPIRATORIAS,578,Buin,abril,2019
CARDIOVASCULAR,0,Buin,abril,2019
IRA ALTA,734,Calera De Tango,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,38,Calera De Tango,abril,2019
NEUMONÍA,12,Calera De Tango,abril,2019
ASMA,12,Calera De Tango,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,Calera De Tango,abril,2019
OTRAS RESPIRATORIAS,144,Calera De Tango,abril,2019
CARDIOVASCULAR,414,Calera De Tango,abril,2019
IRA ALTA,1.230,Paine,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,192,Paine,abril,2019
NEUMONÍA,34,Paine,abril,2019
ASMA,60,Paine,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,36,Paine,abril,2019
OTRAS RESPIRATORIAS,492,Paine,abril,2019
CARDIOVASCULAR,28,Paine,abril,2019
IRA ALTA,2.252,Melipilla,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,350,Melipilla,abril,2019
NEUMONÍA,52,Melipilla,abril,2019
ASMA,108,Melipilla,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,Melipilla,abril,2019
OTRAS RESPIRATORIAS,402,Melipilla,abril,2019
CARDIOVASCULAR,730,Melipilla,abril,2019
IRA ALTA,18,Alhué,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,0,Alhué,abril,2019
NEUMONÍA,0,Alhué,abril,2019
ASMA,0,Alhué,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Alhué,abril,2019
OTRAS RESPIRATORIAS,44,Alhué,abril,2019
CARDIOVASCULAR,76,Alhué,abril,2019
IRA ALTA,0,Curacaví,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,0,Curacaví,abril,2019
NEUMONÍA,0,Curacaví,abril,2019
ASMA,0,Curacaví,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Curacaví,abril,2019
OTRAS RESPIRATORIAS,42,Curacaví,abril,2019
CARDIOVASCULAR,0,Curacaví,abril,2019
IRA ALTA,720,Maria Pinto,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,148,Maria Pinto,abril,2019
NEUMONÍA,144,Maria Pinto,abril,2019
ASMA,72,Maria Pinto,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,28,Maria Pinto,abril,2019
OTRAS RESPIRATORIAS,182,Maria Pinto,abril,2019
CARDIOVASCULAR,244,Maria Pinto,abril,2019
IRA ALTA,58,San Pedro,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,6,San Pedro,abril,2019
NEUMONÍA,18,San Pedro,abril,2019
ASMA,28,San Pedro,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,San Pedro,abril,2019
OTRAS RESPIRATORIAS,78,San Pedro,abril,2019
CARDIOVASCULAR,230,San Pedro,abril,2019
IRA ALTA,782,Talagante,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,6,Talagante,abril,2019
NEUMONÍA,28,Talagante,abril,2019
ASMA,10,Talagante,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,10,Talagante,abril,2019
OTRAS RESPIRATORIAS,252,Talagante,abril,2019
CARDIOVASCULAR,0,Talagante,abril,2019
IRA ALTA,254,El Monte,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,2,El Monte,abril,2019
NEUMONÍA,20,El Monte,abril,2019
ASMA,20,El Monte,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,El Monte,abril,2019
OTRAS RESPIRATORIAS,252,El Monte,abril,2019
CARDIOVASCULAR,32,El Monte,abril,2019
IRA ALTA,236,Isla De Maipo,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,36,Isla De Maipo,abril,2019
NEUMONÍA,14,Isla De Maipo,abril,2019
ASMA,14,Isla De Maipo,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,Isla De Maipo,abril,2019
OTRAS RESPIRATORIAS,182,Isla De Maipo,abril,2019
CARDIOVASCULAR,92,Isla De Maipo,abril,2019
IRA ALTA,264,Padre Hurtado,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,10,Padre Hurtado,abril,2019
NEUMONÍA,8,Padre Hurtado,abril,2019
ASMA,42,Padre Hurtado,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,18,Padre Hurtado,abril,2019
OTRAS RESPIRATORIAS,42,Padre Hurtado,abril,2019
CARDIOVASCULAR,0,Padre Hurtado,abril,2019
IRA ALTA,1.476,Peñaflor,abril,2019
SINDROME BRONQUIAL OBSTRUCTIVO,180,Peñaflor,abril,2019
NEUMONÍA,40,Peñaflor,abril,2019
ASMA,28,Peñaflor,abril,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,22,Peñaflor,abril,2019
OTRAS RESPIRATORIAS,434,Peñaflor,abril,2019
CARDIOVASCULAR,302,Peñaflor,abril,2019
IRA ALTA,1.327,Santiago,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,213,Santiago,mayo,2019
NEUMONÍA,75,Santiago,mayo,2019
ASMA,27,Santiago,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,40,Santiago,mayo,2019
OTRAS RESPIRATORIAS,515,Santiago,mayo,2019
CARDIOVASCULAR,0,Santiago,mayo,2019
IRA ALTA,558,Cerrillos,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,136,Cerrillos,mayo,2019
NEUMONÍA,30,Cerrillos,mayo,2019
ASMA,30,Cerrillos,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,10,Cerrillos,mayo,2019
OTRAS RESPIRATORIAS,352,Cerrillos,mayo,2019
CARDIOVASCULAR,0,Cerrillos,mayo,2019
IRA ALTA,833,Cerro Navia,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,327,Cerro Navia,mayo,2019
NEUMONÍA,83,Cerro Navia,mayo,2019
ASMA,201,Cerro Navia,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,103,Cerro Navia,mayo,2019
OTRAS RESPIRATORIAS,204,Cerro Navia,mayo,2019
CARDIOVASCULAR,332,Cerro Navia,mayo,2019
IRA ALTA,1.640,Conchalí,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,209,Conchalí,mayo,2019
NEUMONÍA,153,Conchalí,mayo,2019
ASMA,233,Conchalí,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,66,Conchalí,mayo,2019
OTRAS RESPIRATORIAS,494,Conchalí,mayo,2019
CARDIOVASCULAR,7,Conchalí,mayo,2019
IRA ALTA,2.851,El Bosque,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,392,El Bosque,mayo,2019
NEUMONÍA,201,El Bosque,mayo,2019
ASMA,94,El Bosque,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,74,El Bosque,mayo,2019
OTRAS RESPIRATORIAS,727,El Bosque,mayo,2019
CARDIOVASCULAR,369,El Bosque,mayo,2019
IRA ALTA,141,Estación Central,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,76,Estación Central,mayo,2019
NEUMONÍA,17,Estación Central,mayo,2019
ASMA,13,Estación Central,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Estación Central,mayo,2019
OTRAS RESPIRATORIAS,341,Estación Central,mayo,2019
CARDIOVASCULAR,54,Estación Central,mayo,2019
IRA ALTA,2.476,Huechuraba,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,712,Huechuraba,mayo,2019
NEUMONÍA,234,Huechuraba,mayo,2019
ASMA,110,Huechuraba,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,82,Huechuraba,mayo,2019
OTRAS RESPIRATORIAS,1.012,Huechuraba,mayo,2019
CARDIOVASCULAR,236,Huechuraba,mayo,2019
IRA ALTA,1.348,Independencia,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,150,Independencia,mayo,2019
NEUMONÍA,76,Independencia,mayo,2019
ASMA,66,Independencia,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Independencia,mayo,2019
OTRAS RESPIRATORIAS,1.034,Independencia,mayo,2019
CARDIOVASCULAR,204,Independencia,mayo,2019
IRA ALTA,1.500,La Cisterna,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,224,La Cisterna,mayo,2019
NEUMONÍA,136,La Cisterna,mayo,2019
ASMA,88,La Cisterna,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,66,La Cisterna,mayo,2019
OTRAS RESPIRATORIAS,306,La Cisterna,mayo,2019
CARDIOVASCULAR,1.134,La Cisterna,mayo,2019
IRA ALTA,12.272,La Florida,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,1.102,La Florida,mayo,2019
NEUMONÍA,994,La Florida,mayo,2019
ASMA,386,La Florida,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,206,La Florida,mayo,2019
OTRAS RESPIRATORIAS,3.580,La Florida,mayo,2019
CARDIOVASCULAR,1.238,La Florida,mayo,2019
IRA ALTA,2.244,La Granja,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,524,La Granja,mayo,2019
NEUMONÍA,198,La Granja,mayo,2019
ASMA,192,La Granja,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,104,La Granja,mayo,2019
OTRAS RESPIRATORIAS,1.340,La Granja,mayo,2019
CARDIOVASCULAR,794,La Granja,mayo,2019
IRA ALTA,3.634,La Pintana,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,714,La Pintana,mayo,2019
NEUMONÍA,358,La Pintana,mayo,2019
ASMA,138,La Pintana,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,108,La Pintana,mayo,2019
OTRAS RESPIRATORIAS,1.154,La Pintana,mayo,2019
CARDIOVASCULAR,604,La Pintana,mayo,2019
IRA ALTA,538,La Reina,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,56,La Reina,mayo,2019
NEUMONÍA,38,La Reina,mayo,2019
ASMA,24,La Reina,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,La Reina,mayo,2019
OTRAS RESPIRATORIAS,414,La Reina,mayo,2019
CARDIOVASCULAR,242,La Reina,mayo,2019
IRA ALTA,1.100,Las Condes,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,116,Las Condes,mayo,2019
NEUMONÍA,62,Las Condes,mayo,2019
ASMA,74,Las Condes,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,40,Las Condes,mayo,2019
OTRAS RESPIRATORIAS,356,Las Condes,mayo,2019
CARDIOVASCULAR,340,Las Condes,mayo,2019
IRA ALTA,884,Lo Barnechea,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,154,Lo Barnechea,mayo,2019
NEUMONÍA,82,Lo Barnechea,mayo,2019
ASMA,54,Lo Barnechea,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,22,Lo Barnechea,mayo,2019
OTRAS RESPIRATORIAS,372,Lo Barnechea,mayo,2019
CARDIOVASCULAR,946,Lo Barnechea,mayo,2019
IRA ALTA,1.090,Lo Espejo,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,370,Lo Espejo,mayo,2019
NEUMONÍA,146,Lo Espejo,mayo,2019
ASMA,122,Lo Espejo,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,42,Lo Espejo,mayo,2019
OTRAS RESPIRATORIAS,278,Lo Espejo,mayo,2019
CARDIOVASCULAR,384,Lo Espejo,mayo,2019
IRA ALTA,2.570,Lo Prado,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,210,Lo Prado,mayo,2019
NEUMONÍA,144,Lo Prado,mayo,2019
ASMA,76,Lo Prado,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Lo Prado,mayo,2019
OTRAS RESPIRATORIAS,848,Lo Prado,mayo,2019
CARDIOVASCULAR,42,Lo Prado,mayo,2019
IRA ALTA,226,Macul,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,242,Macul,mayo,2019
NEUMONÍA,10,Macul,mayo,2019
ASMA,142,Macul,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,46,Macul,mayo,2019
OTRAS RESPIRATORIAS,344,Macul,mayo,2019
CARDIOVASCULAR,0,Macul,mayo,2019
IRA ALTA,3.292,Maipu,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,992,Maipu,mayo,2019
NEUMONÍA,206,Maipu,mayo,2019
ASMA,634,Maipu,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,146,Maipu,mayo,2019
OTRAS RESPIRATORIAS,2.280,Maipu,mayo,2019
CARDIOVASCULAR,948,Maipu,mayo,2019
IRA ALTA,1.104,Ñuñoa,mayo,2019
SINDROME BRONQUIAL OBSTRUCTIVO,168,Ñuñoa,mayo,2019
NEUMONÍA,46,Ñuñoa,mayo,2019
ASMA,114,Ñuñoa,mayo,2019
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,72,Ñuñoa,mayo,2019
OTRAS RESPIRATORIAS,688,Ñuñoa,mayo,2019
CARDIOVASCULAR,0,Ñuñoa,mayo,2019
IRA ALTA,726,Pedro Aguirre Cerda,mayo,2019
