Consulta_por,n_pacientes,Comuna,Mes,Año
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,9,Alhué,marzo,2018
OTRAS RESPIRATORIAS,20,Alhué,marzo,2018
CARDIOVASCULAR,0,Alhué,marzo,2018
IRA ALTA,0,Curacaví,marzo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,0,Curacaví,marzo,2018
NEUMONÍA,1,Curacaví,marzo,2018
ASMA,0,Curacaví,marzo,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Curacaví,marzo,2018
OTRAS RESPIRATORIAS,6,Curacaví,marzo,2018
CARDIOVASCULAR,0,Curacaví,marzo,2018
IRA ALTA,269,María Pinto,marzo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,28,María Pinto,marzo,2018
NEUMONÍA,10,María Pinto,marzo,2018
ASMA,13,María Pinto,marzo,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,María Pinto,marzo,2018
OTRAS RESPIRATORIAS,83,María Pinto,marzo,2018
CARDIOVASCULAR,17,María Pinto,marzo,2018
IRA ALTA,6,San Pedro,marzo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,2,San Pedro,marzo,2018
NEUMONÍA,0,San Pedro,marzo,2018
ASMA,6,San Pedro,marzo,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,5,San Pedro,marzo,2018
OTRAS RESPIRATORIAS,6,San Pedro,marzo,2018
CARDIOVASCULAR,8,San Pedro,marzo,2018
IRA ALTA,122,Talagante,marzo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,11,Talagante,marzo,2018
NEUMONÍA,3,Talagante,marzo,2018
ASMA,3,Talagante,marzo,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Talagante,marzo,2018
OTRAS RESPIRATORIAS,73,Talagante,marzo,2018
CARDIOVASCULAR,0,Talagante,marzo,2018
IRA ALTA,632,El Monte,marzo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,0,El Monte,marzo,2018
NEUMONÍA,0,El Monte,marzo,2018
ASMA,2,El Monte,marzo,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,El Monte,marzo,2018
OTRAS RESPIRATORIAS,11,El Monte,marzo,2018
CARDIOVASCULAR,0,El Monte,marzo,2018
IRA ALTA,519,Isla De Maipo,marzo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,24,Isla De Maipo,marzo,2018
NEUMONÍA,5,Isla De Maipo,marzo,2018
ASMA,2,Isla De Maipo,marzo,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Isla De Maipo,marzo,2018
OTRAS RESPIRATORIAS,46,Isla De Maipo,marzo,2018
CARDIOVASCULAR,19,Isla De Maipo,marzo,2018
IRA ALTA,285,Padre Hurtado,marzo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,7,Padre Hurtado,marzo,2018
NEUMONÍA,3,Padre Hurtado,marzo,2018
ASMA,6,Padre Hurtado,marzo,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Padre Hurtado,marzo,2018
OTRAS RESPIRATORIAS,71,Padre Hurtado,marzo,2018
CARDIOVASCULAR,0,Padre Hurtado,marzo,2018
IRA ALTA,1.285,Peñaflor,marzo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,57,Peñaflor,marzo,2018
NEUMONÍA,9,Peñaflor,marzo,2018
ASMA,15,Peñaflor,marzo,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Peñaflor,marzo,2018
OTRAS RESPIRATORIAS,167,Peñaflor,marzo,2018
CARDIOVASCULAR,0,Peñaflor,marzo,2018
IRA ALTA,1.159,Santiago,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,174,Santiago,abril,2018
NEUMONÍA,46,Santiago,abril,2018
ASMA,59,Santiago,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,21,Santiago,abril,2018
OTRAS RESPIRATORIAS,549,Santiago,abril,2018
CARDIOVASCULAR,0,Santiago,abril,2018
IRA ALTA,243,Cerrillos,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,58,Cerrillos,abril,2018
NEUMONÍA,22,Cerrillos,abril,2018
ASMA,12,Cerrillos,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,Cerrillos,abril,2018
OTRAS RESPIRATORIAS,163,Cerrillos,abril,2018
CARDIOVASCULAR,0,Cerrillos,abril,2018
IRA ALTA,877,Cerro Navia,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,237,Cerro Navia,abril,2018
NEUMONÍA,73,Cerro Navia,abril,2018
ASMA,152,Cerro Navia,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,62,Cerro Navia,abril,2018
OTRAS RESPIRATORIAS,181,Cerro Navia,abril,2018
CARDIOVASCULAR,883,Cerro Navia,abril,2018
IRA ALTA,1.115,Conchalí,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,186,Conchalí,abril,2018
NEUMONÍA,63,Conchalí,abril,2018
ASMA,114,Conchalí,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,33,Conchalí,abril,2018
OTRAS RESPIRATORIAS,311,Conchalí,abril,2018
CARDIOVASCULAR,27,Conchalí,abril,2018
IRA ALTA,2.171,El Bosque,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,378,El Bosque,abril,2018
NEUMONÍA,124,El Bosque,abril,2018
ASMA,75,El Bosque,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,88,El Bosque,abril,2018
OTRAS RESPIRATORIAS,695,El Bosque,abril,2018
CARDIOVASCULAR,430,El Bosque,abril,2018
IRA ALTA,167,Estación Central,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,63,Estación Central,abril,2018
NEUMONÍA,29,Estación Central,abril,2018
ASMA,9,Estación Central,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Estación Central,abril,2018
OTRAS RESPIRATORIAS,430,Estación Central,abril,2018
CARDIOVASCULAR,0,Estación Central,abril,2018
IRA ALTA,807,Huechuraba,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,183,Huechuraba,abril,2018
NEUMONÍA,66,Huechuraba,abril,2018
ASMA,39,Huechuraba,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,14,Huechuraba,abril,2018
OTRAS RESPIRATORIAS,270,Huechuraba,abril,2018
CARDIOVASCULAR,64,Huechuraba,abril,2018
IRA ALTA,549,Independencia,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,71,Independencia,abril,2018
NEUMONÍA,17,Independencia,abril,2018
ASMA,29,Independencia,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Independencia,abril,2018
OTRAS RESPIRATORIAS,321,Independencia,abril,2018
CARDIOVASCULAR,67,Independencia,abril,2018
IRA ALTA,396,La Cisterna,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,92,La Cisterna,abril,2018
NEUMONÍA,52,La Cisterna,abril,2018
ASMA,32,La Cisterna,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,20,La Cisterna,abril,2018
OTRAS RESPIRATORIAS,73,La Cisterna,abril,2018
CARDIOVASCULAR,357,La Cisterna,abril,2018
IRA ALTA,4.033,La Florida,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,375,La Florida,abril,2018
NEUMONÍA,344,La Florida,abril,2018
ASMA,132,La Florida,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,81,La Florida,abril,2018
OTRAS RESPIRATORIAS,1.098,La Florida,abril,2018
CARDIOVASCULAR,309,La Florida,abril,2018
IRA ALTA,719,La Granja,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,308,La Granja,abril,2018
NEUMONÍA,60,La Granja,abril,2018
ASMA,100,La Granja,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,27,La Granja,abril,2018
OTRAS RESPIRATORIAS,468,La Granja,abril,2018
CARDIOVASCULAR,254,La Granja,abril,2018
IRA ALTA,1.474,La Pintana,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,308,La Pintana,abril,2018
NEUMONÍA,131,La Pintana,abril,2018
ASMA,51,La Pintana,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,33,La Pintana,abril,2018
OTRAS RESPIRATORIAS,484,La Pintana,abril,2018
CARDIOVASCULAR,0,La Pintana,abril,2018
IRA ALTA,141,La Reina,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,18,La Reina,abril,2018
NEUMONÍA,11,La Reina,abril,2018
ASMA,4,La Reina,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,La Reina,abril,2018
OTRAS RESPIRATORIAS,112,La Reina,abril,2018
CARDIOVASCULAR,0,La Reina,abril,2018
IRA ALTA,448,Las Condes,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,36,Las Condes,abril,2018
NEUMONÍA,19,Las Condes,abril,2018
ASMA,17,Las Condes,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,17,Las Condes,abril,2018
OTRAS RESPIRATORIAS,179,Las Condes,abril,2018
CARDIOVASCULAR,186,Las Condes,abril,2018
IRA ALTA,365,Lo Barnechea,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,89,Lo Barnechea,abril,2018
NEUMONÍA,33,Lo Barnechea,abril,2018
ASMA,36,Lo Barnechea,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,19,Lo Barnechea,abril,2018
OTRAS RESPIRATORIAS,37,Lo Barnechea,abril,2018
CARDIOVASCULAR,303,Lo Barnechea,abril,2018
IRA ALTA,563,Lo Espejo,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,146,Lo Espejo,abril,2018
NEUMONÍA,77,Lo Espejo,abril,2018
ASMA,9,Lo Espejo,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,Lo Espejo,abril,2018
OTRAS RESPIRATORIAS,110,Lo Espejo,abril,2018
CARDIOVASCULAR,271,Lo Espejo,abril,2018
IRA ALTA,727,Lo Prado,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,93,Lo Prado,abril,2018
NEUMONÍA,52,Lo Prado,abril,2018
ASMA,6,Lo Prado,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,7,Lo Prado,abril,2018
OTRAS RESPIRATORIAS,320,Lo Prado,abril,2018
CARDIOVASCULAR,94,Lo Prado,abril,2018
IRA ALTA,132,Macul,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,97,Macul,abril,2018
NEUMONÍA,9,Macul,abril,2018
ASMA,48,Macul,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,40,Macul,abril,2018
OTRAS RESPIRATORIAS,84,Macul,abril,2018
CARDIOVASCULAR,0,Macul,abril,2018
IRA ALTA,1.029,Maipú,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,220,Maipú,abril,2018
NEUMONÍA,65,Maipú,abril,2018
ASMA,254,Maipú,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,35,Maipú,abril,2018
OTRAS RESPIRATORIAS,763,Maipú,abril,2018
CARDIOVASCULAR,252,Maipú,abril,2018
IRA ALTA,397,Ñuñoa,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,33,Ñuñoa,abril,2018
NEUMONÍA,22,Ñuñoa,abril,2018
ASMA,37,Ñuñoa,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,23,Ñuñoa,abril,2018
OTRAS RESPIRATORIAS,272,Ñuñoa,abril,2018
CARDIOVASCULAR,0,Ñuñoa,abril,2018
IRA ALTA,250,Pedro Aguirre Cerda,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,139,Pedro Aguirre Cerda,abril,2018
NEUMONÍA,28,Pedro Aguirre Cerda,abril,2018
ASMA,49,Pedro Aguirre Cerda,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,22,Pedro Aguirre Cerda,abril,2018
OTRAS RESPIRATORIAS,336,Pedro Aguirre Cerda,abril,2018
CARDIOVASCULAR,123,Pedro Aguirre Cerda,abril,2018
IRA ALTA,3.646,Peñalolén,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,1.287,Peñalolén,abril,2018
NEUMONÍA,349,Peñalolén,abril,2018
ASMA,615,Peñalolén,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,212,Peñalolén,abril,2018
OTRAS RESPIRATORIAS,672,Peñalolén,abril,2018
CARDIOVASCULAR,333,Peñalolén,abril,2018
IRA ALTA,118,Providencia,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,2,Providencia,abril,2018
NEUMONÍA,15,Providencia,abril,2018
ASMA,38,Providencia,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,Providencia,abril,2018
OTRAS RESPIRATORIAS,171,Providencia,abril,2018
CARDIOVASCULAR,0,Providencia,abril,2018
IRA ALTA,1.518,Pudahuel,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,376,Pudahuel,abril,2018
NEUMONÍA,132,Pudahuel,abril,2018
ASMA,34,Pudahuel,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,33,Pudahuel,abril,2018
OTRAS RESPIRATORIAS,1.069,Pudahuel,abril,2018
CARDIOVASCULAR,0,Pudahuel,abril,2018
IRA ALTA,2.406,Quilicura,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,462,Quilicura,abril,2018
NEUMONÍA,52,Quilicura,abril,2018
ASMA,109,Quilicura,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,50,Quilicura,abril,2018
OTRAS RESPIRATORIAS,259,Quilicura,abril,2018
CARDIOVASCULAR,708,Quilicura,abril,2018
IRA ALTA,1.072,Quinta Normal,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,114,Quinta Normal,abril,2018
NEUMONÍA,115,Quinta Normal,abril,2018
ASMA,27,Quinta Normal,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,Quinta Normal,abril,2018
OTRAS RESPIRATORIAS,388,Quinta Normal,abril,2018
CARDIOVASCULAR,0,Quinta Normal,abril,2018
IRA ALTA,618,Recoleta,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,90,Recoleta,abril,2018
NEUMONÍA,49,Recoleta,abril,2018
ASMA,53,Recoleta,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,25,Recoleta,abril,2018
OTRAS RESPIRATORIAS,263,Recoleta,abril,2018
CARDIOVASCULAR,0,Recoleta,abril,2018
IRA ALTA,1.277,Renca,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,123,Renca,abril,2018
NEUMONÍA,76,Renca,abril,2018
ASMA,105,Renca,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,84,Renca,abril,2018
OTRAS RESPIRATORIAS,293,Renca,abril,2018
CARDIOVASCULAR,37,Renca,abril,2018
IRA ALTA,422,San Joaquín,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,82,San Joaquín,abril,2018
NEUMONÍA,43,San Joaquín,abril,2018
ASMA,43,San Joaquín,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,23,San Joaquín,abril,2018
OTRAS RESPIRATORIAS,183,San Joaquín,abril,2018
CARDIOVASCULAR,0,San Joaquín,abril,2018
IRA ALTA,226,San Miguel,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,42,San Miguel,abril,2018
NEUMONÍA,31,San Miguel,abril,2018
ASMA,29,San Miguel,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,San Miguel,abril,2018
OTRAS RESPIRATORIAS,192,San Miguel,abril,2018
CARDIOVASCULAR,0,San Miguel,abril,2018
IRA ALTA,155,San Ramón,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,60,San Ramón,abril,2018
NEUMONÍA,26,San Ramón,abril,2018
ASMA,62,San Ramón,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,24,San Ramón,abril,2018
OTRAS RESPIRATORIAS,109,San Ramón,abril,2018
CARDIOVASCULAR,0,San Ramón,abril,2018
IRA ALTA,19,Vitacura,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,0,Vitacura,abril,2018
NEUMONÍA,0,Vitacura,abril,2018
ASMA,0,Vitacura,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Vitacura,abril,2018
OTRAS RESPIRATORIAS,11,Vitacura,abril,2018
CARDIOVASCULAR,0,Vitacura,abril,2018
IRA ALTA,3.292,Puente Alto,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,1.350,Puente Alto,abril,2018
NEUMONÍA,274,Puente Alto,abril,2018
ASMA,234,Puente Alto,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,74,Puente Alto,abril,2018
OTRAS RESPIRATORIAS,1.251,Puente Alto,abril,2018
CARDIOVASCULAR,0,Puente Alto,abril,2018
IRA ALTA,431,Pirque,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,45,Pirque,abril,2018
NEUMONÍA,100,Pirque,abril,2018
ASMA,12,Pirque,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Pirque,abril,2018
OTRAS RESPIRATORIAS,140,Pirque,abril,2018
CARDIOVASCULAR,68,Pirque,abril,2018
IRA ALTA,174,San José De Maipo,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,33,San José De Maipo,abril,2018
NEUMONÍA,13,San José De Maipo,abril,2018
ASMA,9,San José De Maipo,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,San José De Maipo,abril,2018
OTRAS RESPIRATORIAS,126,San José De Maipo,abril,2018
CARDIOVASCULAR,2,San José De Maipo,abril,2018
IRA ALTA,311,Colina,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,62,Colina,abril,2018
NEUMONÍA,17,Colina,abril,2018
ASMA,12,Colina,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,5,Colina,abril,2018
OTRAS RESPIRATORIAS,139,Colina,abril,2018
CARDIOVASCULAR,0,Colina,abril,2018
IRA ALTA,908,Lampa,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,124,Lampa,abril,2018
NEUMONÍA,43,Lampa,abril,2018
ASMA,23,Lampa,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,Lampa,abril,2018
OTRAS RESPIRATORIAS,342,Lampa,abril,2018
CARDIOVASCULAR,211,Lampa,abril,2018
IRA ALTA,185,Tiltil,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,39,Tiltil,abril,2018
NEUMONÍA,6,Tiltil,abril,2018
ASMA,10,Tiltil,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,Tiltil,abril,2018
OTRAS RESPIRATORIAS,52,Tiltil,abril,2018
CARDIOVASCULAR,34,Tiltil,abril,2018
IRA ALTA,2.275,San Bernardo,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,485,San Bernardo,abril,2018
NEUMONÍA,132,San Bernardo,abril,2018
ASMA,157,San Bernardo,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,114,San Bernardo,abril,2018
OTRAS RESPIRATORIAS,515,San Bernardo,abril,2018
CARDIOVASCULAR,897,San Bernardo,abril,2018
IRA ALTA,593,Buin,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,240,Buin,abril,2018
NEUMONÍA,71,Buin,abril,2018
ASMA,45,Buin,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,30,Buin,abril,2018
OTRAS RESPIRATORIAS,345,Buin,abril,2018
CARDIOVASCULAR,0,Buin,abril,2018
IRA ALTA,321,Calera De Tango,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,11,Calera De Tango,abril,2018
NEUMONÍA,3,Calera De Tango,abril,2018
ASMA,5,Calera De Tango,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Calera De Tango,abril,2018
OTRAS RESPIRATORIAS,31,Calera De Tango,abril,2018
CARDIOVASCULAR,145,Calera De Tango,abril,2018
IRA ALTA,926,Paine,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,109,Paine,abril,2018
NEUMONÍA,57,Paine,abril,2018
ASMA,54,Paine,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,12,Paine,abril,2018
OTRAS RESPIRATORIAS,302,Paine,abril,2018
CARDIOVASCULAR,23,Paine,abril,2018
IRA ALTA,1.137,Melipilla,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,151,Melipilla,abril,2018
NEUMONÍA,37,Melipilla,abril,2018
ASMA,45,Melipilla,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,7,Melipilla,abril,2018
OTRAS RESPIRATORIAS,242,Melipilla,abril,2018
CARDIOVASCULAR,204,Melipilla,abril,2018
IRA ALTA,33,Alhué,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,4,Alhué,abril,2018
NEUMONÍA,5,Alhué,abril,2018
ASMA,4,Alhué,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,1,Alhué,abril,2018
OTRAS RESPIRATORIAS,16,Alhué,abril,2018
CARDIOVASCULAR,30,Alhué,abril,2018
IRA ALTA,0,Curacaví,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,0,Curacaví,abril,2018
NEUMONÍA,0,Curacaví,abril,2018
ASMA,0,Curacaví,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Curacaví,abril,2018
OTRAS RESPIRATORIAS,0,Curacaví,abril,2018
CARDIOVASCULAR,0,Curacaví,abril,2018
IRA ALTA,368,María Pinto,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,44,María Pinto,abril,2018
NEUMONÍA,23,María Pinto,abril,2018
ASMA,6,María Pinto,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,8,María Pinto,abril,2018
OTRAS RESPIRATORIAS,80,María Pinto,abril,2018
CARDIOVASCULAR,16,María Pinto,abril,2018
IRA ALTA,102,San Pedro,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,0,San Pedro,abril,2018
NEUMONÍA,1,San Pedro,abril,2018
ASMA,6,San Pedro,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,4,San Pedro,abril,2018
OTRAS RESPIRATORIAS,20,San Pedro,abril,2018
CARDIOVASCULAR,57,San Pedro,abril,2018
IRA ALTA,168,Talagante,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,8,Talagante,abril,2018
NEUMONÍA,1,Talagante,abril,2018
ASMA,8,Talagante,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,2,Talagante,abril,2018
OTRAS RESPIRATORIAS,62,Talagante,abril,2018
CARDIOVASCULAR,0,Talagante,abril,2018
IRA ALTA,192,El Monte,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,0,El Monte,abril,2018
NEUMONÍA,1,El Monte,abril,2018
ASMA,9,El Monte,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,El Monte,abril,2018
OTRAS RESPIRATORIAS,32,El Monte,abril,2018
CARDIOVASCULAR,0,El Monte,abril,2018
IRA ALTA,65,Isla De Maipo,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,31,Isla De Maipo,abril,2018
NEUMONÍA,6,Isla De Maipo,abril,2018
ASMA,2,Isla De Maipo,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,0,Isla De Maipo,abril,2018
OTRAS RESPIRATORIAS,39,Isla De Maipo,abril,2018
CARDIOVASCULAR,0,Isla De Maipo,abril,2018
IRA ALTA,256,Padre Hurtado,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,7,Padre Hurtado,abril,2018
NEUMONÍA,3,Padre Hurtado,abril,2018
ASMA,2,Padre Hurtado,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,1,Padre Hurtado,abril,2018
OTRAS RESPIRATORIAS,51,Padre Hurtado,abril,2018
CARDIOVASCULAR,0,Padre Hurtado,abril,2018
IRA ALTA,1.259,Peñaflor,abril,2018
SINDROME BRONQUIAL OBSTRUCTIVO,47,Peñaflor,abril,2018
NEUMONÍA,2,Peñaflor,abril,2018
ASMA,32,Peñaflor,abril,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,6,Peñaflor,abril,2018
OTRAS RESPIRATORIAS,371,Peñaflor,abril,2018
CARDIOVASCULAR,0,Peñaflor,abril,2018
IRA ALTA,1.230,Santiago,mayo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,205,Santiago,mayo,2018
NEUMONÍA,66,Santiago,mayo,2018
ASMA,35,Santiago,mayo,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,25,Santiago,mayo,2018
OTRAS RESPIRATORIAS,617,Santiago,mayo,2018
CARDIOVASCULAR,25,Santiago,mayo,2018
IRA ALTA,379,Cerrillos,mayo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,48,Cerrillos,mayo,2018
NEUMONÍA,23,Cerrillos,mayo,2018
ASMA,15,Cerrillos,mayo,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,7,Cerrillos,mayo,2018
OTRAS RESPIRATORIAS,227,Cerrillos,mayo,2018
CARDIOVASCULAR,0,Cerrillos,mayo,2018
IRA ALTA,893,Cerro Navia,mayo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,294,Cerro Navia,mayo,2018
NEUMONÍA,74,Cerro Navia,mayo,2018
ASMA,109,Cerro Navia,mayo,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,42,Cerro Navia,mayo,2018
OTRAS RESPIRATORIAS,221,Cerro Navia,mayo,2018
CARDIOVASCULAR,784,Cerro Navia,mayo,2018
IRA ALTA,1.317,Conchalí,mayo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,231,Conchalí,mayo,2018
NEUMONÍA,65,Conchalí,mayo,2018
ASMA,124,Conchalí,mayo,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,51,Conchalí,mayo,2018
OTRAS RESPIRATORIAS,323,Conchalí,mayo,2018
CARDIOVASCULAR,101,Conchalí,mayo,2018
IRA ALTA,2.593,El Bosque,mayo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,468,El Bosque,mayo,2018
NEUMONÍA,187,El Bosque,mayo,2018
ASMA,83,El Bosque,mayo,2018
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA,95,El Bosque,mayo,2018
OTRAS RESPIRATORIAS,936,El Bosque,mayo,2018
CARDIOVASCULAR,383,El Bosque,mayo,2018
IRA ALTA,164,Estación Central,mayo,2018
SINDROME BRONQUIAL OBSTRUCTIVO,114,Estación Central,mayo,2018
NEUMONÍA,15,Estación Central,mayo,2018
ASMA,12,Estación Central,mayo,2018
